,supply,return
2018-01-11T04:00:00Z,"96.54043,","87.57676,"
2018-01-11T04:30:00Z,"89.28365,","86.73466,"
2018-01-11T05:00:00Z,"98.69968,","88.42124,"
2018-01-11T05:30:00Z,"89.2664261,","86.98646,"
2018-01-11T06:00:00Z,"101.543976,","89.13899,"
2018-01-11T06:30:00Z,"89.86639,","87.3291245,"
2018-01-11T07:00:00Z,"103.121346,","89.2830048,"
2018-01-11T07:30:00Z,"90.2262955,","87.6358643,"
2018-01-11T08:00:00Z,"103.798225,","89.91674,"
2018-01-11T08:30:00Z,"90.4495,","87.7467346,"
2018-01-11T09:00:00Z,"103.518288,","90.41343,"
2018-01-11T09:30:00Z,"90.7303543,","87.73624,"
2018-01-11T10:00:00Z,"104.835388,","90.5863,"
2018-01-11T10:30:00Z,"90.93555,","87.8381653,"
2018-01-11T11:00:00Z,"103.302032,","90.54587,"
2018-01-11T11:30:00Z,"91.60877,","88.2031555,"
2018-01-11T12:00:00Z,"132.003281,","90.1976547,"
2018-01-11T12:30:00Z,"135.478424,","118.29393,"
2018-01-11T13:00:00Z,"112.305176,","110.184708,"
2018-01-11T13:30:00Z,"94.3029861,","92.9623,"
2018-01-11T14:00:00Z,"94.459465,","87.432724,"
2018-01-11T14:30:00Z,"88.53434,","86.21121,"
2018-01-11T15:00:00Z,"89.48543,","87.66336,"
2018-01-11T15:30:00Z,"84.96318,","83.64288,"
2018-01-11T16:00:00Z,"79.97239,","79.0019455,"
2018-01-11T16:30:00Z,"77.2180557,","76.3762054,"
2018-01-11T17:00:00Z,"75.53719,","74.76176,"
2018-01-11T17:30:00Z,"74.5196,","73.7762756,"
2018-01-11T18:00:00Z,"73.9477,","73.184,"
2018-01-11T18:30:00Z,"73.724,","72.9992,"
2018-01-11T19:00:00Z,"73.724,","72.968,"
2018-01-11T19:30:00Z,"73.70088,","72.968,"
2018-01-11T20:00:00Z,"73.724,","72.968,"
2018-01-11T20:30:00Z,"73.6363,","72.8982,"
2018-01-11T21:00:00Z,"73.5972,","72.86,"
2018-01-11T21:30:00Z,"73.49097,","72.7571945,"
2018-01-11T22:00:00Z,"73.2974,","72.55638,"
2018-01-11T22:30:00Z,"73.02651,","72.32,"
2018-01-11T23:00:00Z,"72.716,","71.9703445,"
2018-01-11T23:30:00Z,"72.4426956,","71.6842,"
2018-01-12T00:00:00Z,"72.15694,","71.38968,"
2018-01-12T00:30:00Z,"71.9254,","71.168,"
2018-01-12T01:00:00Z,"71.74244,","70.95088,"
2018-01-12T01:30:00Z,"75.632,","74.8915253,"
2018-01-12T02:00:00Z,"74.60216,","73.46882,"
2018-01-12T02:30:00Z,"73.64363,","72.58164,"
2018-01-12T03:00:00Z,"72.922966,","71.8544,"
2018-01-12T03:30:00Z,"72.281395,","71.33978,"
2018-01-12T04:00:00Z,"71.8884,","70.92533,"
2018-01-12T04:30:00Z,"71.50995,","70.5784,"
2018-01-12T05:00:00Z,"71.20204,","70.26937,"
2018-01-12T05:30:00Z,"70.9226,","69.9844055,"
2018-01-12T06:00:00Z,"70.70319,","69.7704,"
2018-01-12T06:30:00Z,"70.48877,","69.5527649,"
2018-01-12T07:00:00Z,"70.3107,","69.4107,"
2018-01-12T07:30:00Z,"70.1766357,","69.2766342,"
2018-01-12T08:00:00Z,"70.052,","69.152,"
2018-01-12T08:30:00Z,"69.955864,","69.0677261,"
2018-01-12T09:00:00Z,"69.8857,","68.9994,"
2018-01-12T09:30:00Z,"69.836,","68.936,"
2018-01-12T10:00:00Z,"69.7828,","68.9188,"
2018-01-12T10:30:00Z,"69.7808,","68.8976,"
2018-01-12T11:00:00Z,"69.7486954,","68.8487,"
2018-01-12T11:30:00Z,"69.7151947,","68.8383942,"
2018-01-12T12:00:00Z,"69.656,","68.82779,"
2018-01-12T12:30:00Z,"69.9693,","69.152,"
2018-01-12T13:00:00Z,"70.052,","69.2908,"
2018-01-12T13:30:00Z,"70.16,","69.332,"
2018-01-12T14:00:00Z,"70.196,","69.332,"
2018-01-12T14:30:00Z,"70.196106,","69.332,"
2018-01-12T15:00:00Z,"70.268,","69.4273,"
2018-01-12T15:30:00Z,"70.268,","69.4187,"
2018-01-12T16:00:00Z,"70.304,","69.495575,"
2018-01-12T16:30:00Z,"70.34,","69.5836,"
2018-01-12T17:00:00Z,"70.4943,","69.74402,"
2018-01-12T17:30:00Z,"70.7083,","69.9943,"
2018-01-12T18:00:00Z,"70.808,","70.02146,"
2018-01-12T18:30:00Z,"70.9238052,","70.1638,"
2018-01-12T19:00:00Z,"71.12618,","70.304,"
2018-01-12T19:30:00Z,"71.132,","70.2677,"
2018-01-12T20:00:00Z,"94.40275,","79.44106,"
2018-01-12T20:30:00Z,"98.8484344,","95.08638,"
2018-01-12T21:00:00Z,"103.456512,","93.9930344,"
2018-01-12T21:30:00Z,"104.07235,","94.340004,"
2018-01-12T22:00:00Z,"105.096237,","95.72,"
2018-01-12T22:30:00Z,"106.491394,","96.7352,"
2018-01-12T23:00:00Z,"107.410423,","97.05699,"
2018-01-12T23:30:00Z,"110.285675,","97.8067,"
2018-01-13T00:00:00Z,"104.032425,","98.8017044,"
2018-01-13T00:30:00Z,"108.234314,","99.53123,"
2018-01-13T01:00:00Z,"89.65761,","94.66165,"
2018-01-13T01:30:00Z,"89.7907639,","88.4191742,"
2018-01-13T02:00:00Z,"87.80692,","84.660614,"
2018-01-13T02:30:00Z,"105.152283,","88.21763,"
2018-01-13T03:00:00Z,"89.1389847,","86.35386,"
2018-01-13T03:30:00Z,"92.3071442,","88.56314,"
2018-01-13T04:00:00Z,"107.996254,","90.86719,"
2018-01-13T04:30:00Z,"94.57811,","90.3708344,"
2018-01-13T05:00:00Z,"92.3647,","89.11041,"
2018-01-13T05:30:00Z,"94.77663,","90.6223145,"
2018-01-13T06:00:00Z,"103.206924,","92.631134,"
2018-01-13T06:30:00Z,"113.4027,","94.431015,"
2018-01-13T07:00:00Z,"112.266151,","95.0073,"
2018-01-13T07:30:00Z,"110.351357,","94.7339,"
2018-01-13T08:00:00Z,"108.120743,","94.47479,"
2018-01-13T08:30:00Z,"105.837158,","94.56816,"
2018-01-13T09:00:00Z,"107.410027,","95.16625,"
2018-01-13T09:30:00Z,"114.154587,","96.22443,"
2018-01-13T10:00:00Z,"121.164986,","97.87643,"
2018-01-13T10:30:00Z,"116.184929,","98.44864,"
2018-01-13T11:00:00Z,"102.552017,","97.2028656,"
2018-01-13T11:30:00Z,"100.63739,","95.820694,"
2018-01-13T12:00:00Z,"108.21524,","96.7571259,"
2018-01-13T12:30:00Z,"118.702545,","99.49291,"
2018-01-13T13:00:00Z,"150.646927,","99.36296,"
2018-01-13T13:30:00Z,"140.525558,","121.185539,"
2018-01-13T14:00:00Z,"138.329514,","119.991165,"
2018-01-13T14:30:00Z,"138.0487,","121.712,"
2018-01-13T15:00:00Z,"141.051254,","121.871796,"
2018-01-13T15:30:00Z,"139.747375,","122.380905,"
2018-01-13T16:00:00Z,"111.455566,","109.702385,"
2018-01-13T16:30:00Z,"91.84633,","90.37033,"
2018-01-13T17:00:00Z,"98.5358047,","88.16007,"
2018-01-13T17:30:00Z,"103.2007,","101.926353,"
2018-01-13T18:00:00Z,"104.208771,","102.495178,"
2018-01-13T18:30:00Z,"100.429092,","98.4774551,"
2018-01-13T19:00:00Z,"128.17778,","112.569061,"
2018-01-13T19:30:00Z,"125.037529,","112.920837,"
2018-01-13T20:00:00Z,"122.392532,","111.771347,"
2018-01-13T20:30:00Z,"126.903313,","112.337654,"
2018-01-13T21:00:00Z,"125.138863,","110.949059,"
2018-01-13T21:30:00Z,"127.121605,","112.124306,"
2018-01-13T22:00:00Z,"140.309616,","116.69976,"
2018-01-13T22:30:00Z,"125.909485,","111.588745,"
2018-01-13T23:00:00Z,"128.436722,","112.649315,"
2018-01-13T23:30:00Z,"130.842987,","118.131577,"
2018-01-14T00:00:00Z,"114.906616,","114.195213,"
2018-01-14T00:30:00Z,"95.49664,","93.9343262,"
2018-01-14T01:00:00Z,"88.61344,","84.61764,"
2018-01-14T01:30:00Z,"91.80305,","87.96552,"
2018-01-14T02:00:00Z,"94.44517,","90.21888,"
2018-01-14T02:30:00Z,"95.43912,","91.1334839,"
2018-01-14T03:00:00Z,"99.7255,","92.63869,"
2018-01-14T03:30:00Z,"113.892021,","97.00519,"
2018-01-14T04:00:00Z,"99.99666,","95.0933151,"
2018-01-14T04:30:00Z,"117.414246,","97.89484,"
2018-01-14T05:00:00Z,"101.771858,","96.6464539,"
2018-01-14T05:30:00Z,"117.821907,","100.437737,"
2018-01-14T06:00:00Z,"117.161942,","98.74411,"
2018-01-14T06:30:00Z,"104.0922,","98.9813156,"
2018-01-14T07:00:00Z,"105.33844,","101.882912,"
2018-01-14T07:30:00Z,"123.7426,","101.6099,"
2018-01-14T08:00:00Z,"110.267021,","100.176849,"
2018-01-14T08:30:00Z,"106.807892,","102.847893,"
2018-01-14T09:00:00Z,"121.696693,","103.8705,"
2018-01-14T09:30:00Z,"123.153122,","102.394852,"
2018-01-14T10:00:00Z,"109.984367,","101.465538,"
2018-01-14T10:30:00Z,"107.650314,","102.710938,"
2018-01-14T11:00:00Z,"110.983284,","104.950371,"
2018-01-14T11:30:00Z,"125.76078,","104.590691,"
2018-01-14T12:00:00Z,"124.181686,","103.258461,"
2018-01-14T12:30:00Z,"120.691475,","103.114685,"
2018-01-14T13:00:00Z,"155.246979,","103.416595,"
2018-01-14T13:30:00Z,"119.731857,","124.102661,"
2018-01-14T14:00:00Z,"160.117889,","118.111168,"
2018-01-14T14:30:00Z,"121.287186,","124.851334,"
2018-01-14T15:00:00Z,"158.315247,","118.529663,"
2018-01-14T15:30:00Z,"119.386421,","120.271965,"
2018-01-14T16:00:00Z,"96.14471,","94.6327057,"
2018-01-14T16:30:00Z,"90.66004,","87.75012,"
2018-01-14T17:00:00Z,"116.103134,","114.849922,"
2018-01-14T17:30:00Z,"93.80468,","92.31434,"
2018-01-14T18:00:00Z,"90.81658,","87.1445847,"
2018-01-14T18:30:00Z,"127.701843,","108.759048,"
2018-01-14T19:00:00Z,"126.02417,","109.261421,"
2018-01-14T19:30:00Z,"123.49762,","109.838768,"
2018-01-14T20:00:00Z,"121.145294,","109.788643,"
2018-01-14T20:30:00Z,"122.406807,","109.276688,"
2018-01-14T21:00:00Z,"124.1298,","109.63765,"
2018-01-14T21:30:00Z,"121.534431,","111.679886,"
2018-01-14T22:00:00Z,"117.0961,","112.2509,"
2018-01-14T22:30:00Z,"122.870911,","112.753487,"
2018-01-14T23:00:00Z,"139.755386,","121.582306,"
2018-01-14T23:30:00Z,"126.399246,","113.4095,"
2018-01-15T00:00:00Z,"121.538986,","117.434982,"
2018-01-15T00:30:00Z,"97.7285843,","96.10144,"
2018-01-15T01:00:00Z,"92.69066,","83.7752151,"
2018-01-15T01:30:00Z,"94.90977,","88.55643,"
2018-01-15T02:00:00Z,"105.354591,","91.49373,"
2018-01-15T02:30:00Z,"114.901375,","94.669014,"
2018-01-15T03:00:00Z,"101.847,","95.52557,"
2018-01-15T03:30:00Z,"99.09697,","93.91269,"
2018-01-15T04:00:00Z,"112.426865,","98.01677,"
2018-01-15T04:30:00Z,"114.383087,","96.48326,"
2018-01-15T05:00:00Z,"102.272,","97.68531,"
2018-01-15T05:30:00Z,"112.444908,","100.749191,"
2018-01-15T06:00:00Z,"119.889771,","100.572975,"
2018-01-15T06:30:00Z,"116.084518,","99.83885,"
2018-01-15T07:00:00Z,"106.088905,","99.97502,"
2018-01-15T07:30:00Z,"105.496712,","101.501282,"
2018-01-15T08:00:00Z,"109.39222,","103.186378,"
2018-01-15T08:30:00Z,"123.814163,","103.452866,"
2018-01-15T09:00:00Z,"121.6485,","101.559418,"
2018-01-15T09:30:00Z,"109.150162,","101.544579,"
2018-01-15T10:00:00Z,"107.664688,","103.683029,"
2018-01-15T10:30:00Z,"113.752045,","104.844429,"
2018-01-15T11:00:00Z,"123.423752,","103.301987,"
2018-01-15T11:30:00Z,"122.851379,","104.086632,"
2018-01-15T12:00:00Z,"140.020142,","102.7614,"
2018-01-15T12:30:00Z,"140.23764,","120.953445,"
2018-01-15T13:00:00Z,"140.435333,","121.683189,"
2018-01-15T13:30:00Z,"142.744385,","121.284645,"
2018-01-15T14:00:00Z,"140.172577,","120.824577,"
2018-01-15T14:30:00Z,"141.57048,","121.174835,"
2018-01-15T15:00:00Z,"141.627213,","121.884758,"
2018-01-15T15:30:00Z,"138.984879,","122.56163,"
2018-01-15T16:00:00Z,"140.273651,","123.413284,"
2018-01-15T16:30:00Z,"123.0184,","109.650543,"
2018-01-15T17:00:00Z,"111.383575,","109.959404,"
2018-01-15T17:30:00Z,"94.19344,","92.6743,"
2018-01-15T18:00:00Z,"99.64451,","104.1154,"
2018-01-15T18:30:00Z,"107.78,","106.617157,"
2018-01-15T19:00:00Z,"118.745674,","105.513077,"
2018-01-15T19:30:00Z,"120.156761,","106.239319,"
2018-01-15T20:00:00Z,"112.276505,","107.1535,"
2018-01-15T20:30:00Z,"115.332809,","104.328316,"
2018-01-15T21:00:00Z,"113.504112,","105.663246,"
2018-01-15T21:30:00Z,"142.879959,","118.9016,"
2018-01-15T22:00:00Z,"118.269928,","105.922516,"
2018-01-15T22:30:00Z,"119.265396,","105.495934,"
2018-01-15T23:00:00Z,"118.144478,","118.69883,"
2018-01-15T23:30:00Z,"113.86451,","106.263,"
2018-01-16T00:00:00Z,"134.304459,","100.760284,"
2018-01-16T00:30:00Z,"121.885033,","106.228439,"
2018-01-16T01:00:00Z,"107.175095,","104.525543,"
2018-01-16T01:30:00Z,"91.6051941,","90.18319,"
2018-01-16T02:00:00Z,"89.7509842,","85.95666,"
2018-01-16T02:30:00Z,"92.59496,","88.56296,"
2018-01-16T03:00:00Z,"95.71986,","90.58639,"
2018-01-16T03:30:00Z,"98.2310638,","92.105484,"
2018-01-16T04:00:00Z,"97.5979843,","92.94061,"
2018-01-16T04:30:00Z,"96.89355,","93.04873,"
2018-01-16T05:00:00Z,"96.9007339,","93.01273,"
2018-01-16T05:30:00Z,"97.41907,","93.228714,"
2018-01-16T06:00:00Z,"97.03723,","93.09546,"
2018-01-16T06:30:00Z,"97.17474,","93.2828445,"
2018-01-16T07:00:00Z,"102.684845,","94.45302,"
2018-01-16T07:30:00Z,"111.6612,","95.6626,"
2018-01-16T08:00:00Z,"113.352936,","97.1889343,"
2018-01-16T08:30:00Z,"109.376747,","97.3471756,"
2018-01-16T09:00:00Z,"101.357391,","96.44713,"
2018-01-16T09:30:00Z,"100.147888,","95.76314,"
2018-01-16T10:00:00Z,"99.16307,","95.1584244,"
2018-01-16T10:30:00Z,"105.456642,","95.85708,"
2018-01-16T11:00:00Z,"109.904518,","96.56261,"
2018-01-16T11:30:00Z,"113.17289,","97.383255,"
2018-01-16T12:00:00Z,"143.854462,","98.05275,"
2018-01-16T12:30:00Z,"141.720779,","124.440811,"
2018-01-16T13:00:00Z,"144.1834,","121.674278,"
2018-01-16T13:30:00Z,"138.819168,","121.229652,"
2018-01-16T14:00:00Z,"139.742218,","121.935173,"
2018-01-16T14:30:00Z,"120.495155,","104.641068,"
2018-01-16T15:00:00Z,"119.993881,","105.184479,"
2018-01-16T15:30:00Z,"112.438431,","103.143623,"
2018-01-16T16:00:00Z,"110.76606,","103.2475,"
2018-01-16T16:30:00Z,"118.292641,","102.473663,"
2018-01-16T17:00:00Z,"105.872139,","100.126427,"
2018-01-16T17:30:00Z,"104.259094,","99.90309,"
2018-01-16T18:00:00Z,"108.880623,","100.997169,"
2018-01-16T18:30:00Z,"112.899422,","103.670052,"
2018-01-16T19:00:00Z,"117.543427,","104.577721,"
2018-01-16T19:30:00Z,"119.689064,","105.827942,"
2018-01-16T20:00:00Z,"118.473663,","106.352615,"
2018-01-16T20:30:00Z,"120.677284,","107.287117,"
2018-01-16T21:00:00Z,"121.121513,","106.512756,"
2018-01-16T21:30:00Z,"125.183777,","107.582527,"
2018-01-16T22:00:00Z,"127.083389,","109.66642,"
2018-01-16T22:30:00Z,"140.489639,","120.036438,"
2018-01-16T23:00:00Z,"123.156105,","109.82869,"
2018-01-16T23:30:00Z,"122.92144,","111.87355,"
2018-01-17T00:00:00Z,"129.581512,","106.3473,"
2018-01-17T00:30:00Z,"124.801544,","113.694511,"
2018-01-17T01:00:00Z,"113.458122,","113.763329,"
2018-01-17T01:30:00Z,"95.2302856,","93.646286,"
2018-01-17T02:00:00Z,"90.7534,","84.7054749,"
2018-01-17T02:30:00Z,"90.77357,","87.36698,"
2018-01-17T03:00:00Z,"93.17105,","89.17612,"
2018-01-17T03:30:00Z,"94.48867,","90.68824,"
2018-01-17T04:00:00Z,"97.53578,","92.45863,"
2018-01-17T04:30:00Z,"116.060364,","95.70581,"
2018-01-17T05:00:00Z,"102.990135,","97.18123,"
2018-01-17T05:30:00Z,"99.97496,","95.29149,"
2018-01-17T06:00:00Z,"120.113945,","98.54249,"
2018-01-17T06:30:00Z,"104.114822,","99.12541,"
2018-01-17T07:00:00Z,"104.822227,","97.43121,"
2018-01-17T07:30:00Z,"108.585365,","101.688744,"
2018-01-17T08:00:00Z,"114.685417,","99.36323,"
2018-01-17T08:30:00Z,"105.591194,","100.78157,"
2018-01-17T09:00:00Z,"106.303429,","102.883423,"
2018-01-17T09:30:00Z,"123.025932,","104.194557,"
2018-01-17T10:00:00Z,"125.549706,","103.4748,"
2018-01-17T10:30:00Z,"125.472786,","104.014633,"
2018-01-17T11:00:00Z,"123.80867,","103.237061,"
2018-01-17T11:30:00Z,"120.049446,","101.976868,"
2018-01-17T12:00:00Z,"158.835114,","102.408829,"
2018-01-17T12:30:00Z,"119.166809,","124.836975,"
2018-01-17T13:00:00Z,"164.431335,","117.816048,"
2018-01-17T13:30:00Z,"120.804268,","124.463089,"
2018-01-17T14:00:00Z,"164.265091,","118.089752,"
2018-01-17T14:30:00Z,"120.739388,","124.787506,"
2018-01-17T15:00:00Z,"161.59317,","118.306229,"
2018-01-17T15:30:00Z,"121.624886,","124.765434,"
2018-01-17T16:00:00Z,"160.10994,","119.10537,"
2018-01-17T16:30:00Z,"104.723549,","102.898369,"
2018-01-17T17:00:00Z,"110.278488,","107.935524,"
2018-01-17T17:30:00Z,"112.517342,","110.199654,"
2018-01-17T18:00:00Z,"93.93435,","92.42235,"
2018-01-17T18:30:00Z,"97.6688461,","88.71434,"
2018-01-17T19:00:00Z,"129.790451,","113.421227,"
2018-01-17T19:30:00Z,"125.611,","113.316757,"
2018-01-17T20:00:00Z,"124.584465,","110.306404,"
2018-01-17T20:30:00Z,"120.56913,","111.088829,"
2018-01-17T21:00:00Z,"123.109047,","111.567154,"
2018-01-17T21:30:00Z,"127.207542,","112.15033,"
2018-01-17T22:00:00Z,"127.893173,","113.826408,"
2018-01-17T22:30:00Z,"135.6659,","118.882347,"
2018-01-17T23:00:00Z,"128.681641,","114.640221,"
2018-01-17T23:30:00Z,"133.599228,","115.286217,"
2018-01-18T00:00:00Z,"139.496292,","113.691261,"
2018-01-18T00:30:00Z,"132.399246,","117.062561,"
2018-01-18T01:00:00Z,"123.569542,","120.005539,"
2018-01-18T01:30:00Z,"98.03836,","96.3390656,"
2018-01-18T02:00:00Z,"104.38205,","84.81935,"
2018-01-18T02:30:00Z,"114.0801,","92.21935,"
2018-01-18T03:00:00Z,"116.345665,","94.4249954,"
2018-01-18T03:30:00Z,"98.94517,","94.44517,"
2018-01-18T04:00:00Z,"98.51367,","94.0482,"
2018-01-18T04:30:00Z,"105.149986,","99.22635,"
2018-01-18T05:00:00Z,"102.250259,","99.86475,"
2018-01-18T05:30:00Z,"104.274178,","99.61509,"
2018-01-18T06:00:00Z,"119.0046,","101.076889,"
2018-01-18T06:30:00Z,"104.296646,","101.998383,"
2018-01-18T07:00:00Z,"122.682518,","100.983231,"
2018-01-18T07:30:00Z,"114.472626,","101.7172,"
2018-01-18T08:00:00Z,"108.167213,","104.543571,"
2018-01-18T08:30:00Z,"126.115036,","103.532463,"
2018-01-18T09:00:00Z,"122.456055,","103.034958,"
2018-01-18T09:30:00Z,"109.2578,","104.755638,"
2018-01-18T10:00:00Z,"113.44577,","106.020096,"
2018-01-18T10:30:00Z,"122.96431,","105.91526,"
2018-01-18T11:00:00Z,"129.417084,","104.133278,"
2018-01-18T11:30:00Z,"121.053642,","104.777153,"
2018-01-18T12:00:00Z,"143.647141,","106.303856,"
2018-01-18T12:30:00Z,"141.645279,","121.085464,"
2018-01-18T13:00:00Z,"136.790588,","121.361351,"
2018-01-18T13:30:00Z,"141.0051,","121.293709,"
2018-01-18T14:00:00Z,"140.763428,","122.843246,"
2018-01-18T14:30:00Z,"139.050644,","121.431442,"
2018-01-18T15:00:00Z,"141.778381,","122.004646,"
2018-01-18T15:30:00Z,"100.090378,","98.4703751,"
2018-01-18T16:00:00Z,"87.49329,","85.29678,"
2018-01-18T16:30:00Z,"99.71855,","89.30458,"
2018-01-18T17:00:00Z,"137.537613,","109.839127,"
2018-01-18T17:30:00Z,"99.1254349,","97.39031,"
2018-01-18T18:00:00Z,"87.16636,","84.68236,"
2018-01-18T18:30:00Z,"122.225319,","106.627747,"
2018-01-18T19:00:00Z,"121.560837,","107.088837,"
2018-01-18T19:30:00Z,"120.776108,","104.547241,"
2018-01-18T20:00:00Z,"114.325264,","104.9007,"
2018-01-18T20:30:00Z,"109.464615,","103.381081,"
2018-01-18T21:00:00Z,"105.97953,","102.204773,"
2018-01-18T21:30:00Z,"106.686394,","101.699493,"
2018-01-18T22:00:00Z,"114.314888,","103.61779,"
2018-01-18T22:30:00Z,"115.095375,","105.201904,"
2018-01-18T23:00:00Z,"115.408455,","112.265381,"
2018-01-18T23:30:00Z,"118.716827,","103.7041,"
2018-01-19T00:00:00Z,"118.025642,","104.886223,"
2018-01-19T00:30:00Z,"117.171371,","105.352158,"
2018-01-19T01:00:00Z,"106.271576,","105.278275,"
2018-01-19T01:30:00Z,"91.01839,","89.58559,"
2018-01-19T02:00:00Z,"88.5269852,","85.15034,"
2018-01-19T02:30:00Z,"93.0695343,","88.0086441,"
2018-01-19T03:00:00Z,"94.4019241,","90.3916,"
2018-01-19T03:30:00Z,"95.18711,","90.99674,"
2018-01-19T04:00:00Z,"108.45121,","93.1788,"
2018-01-19T04:30:00Z,"101.910927,","95.66946,"
2018-01-19T05:00:00Z,"98.5785751,","94.00633,"
2018-01-19T05:30:00Z,"112.712,","97.77926,"
2018-01-19T06:00:00Z,"101.098358,","96.66307,"
2018-01-19T06:30:00Z,"110.148949,","97.70723,"
2018-01-19T07:00:00Z,"114.30188,","99.48559,"
2018-01-19T07:30:00Z,"102.118393,","97.76469,"
2018-01-19T08:00:00Z,"116.7153,","99.06095,"
2018-01-19T08:30:00Z,"114.2937,","100.190857,"
2018-01-19T09:00:00Z,"103.553314,","98.71498,"
2018-01-19T09:30:00Z,"113.584236,","99.52906,"
2018-01-19T10:00:00Z,"116.887825,","101.128845,"
2018-01-19T10:30:00Z,"105.735039,","99.85269,"
2018-01-19T11:00:00Z,"114.85054,","100.032822,"
2018-01-19T11:30:00Z,"116.98082,","101.682304,"
2018-01-19T12:00:00Z,"137.3947,","99.25516,"
2018-01-19T12:30:00Z,"147.7617,","122.889282,"
2018-01-19T13:00:00Z,"138.369263,","120.509552,"
2018-01-19T13:30:00Z,"138.567245,","121.742592,"
2018-01-19T14:00:00Z,"140.227768,","122.474815,"
2018-01-19T14:30:00Z,"112.978386,","111.574387,"
2018-01-19T15:00:00Z,"94.10712,","92.68156,"
2018-01-19T15:30:00Z,"87.44097,","84.41632,"
2018-01-19T16:00:00Z,"102.5964,","87.43264,"
2018-01-19T16:30:00Z,"90.57143,","86.00703,"
2018-01-19T17:00:00Z,"88.10231,","85.1647339,"
2018-01-19T17:30:00Z,"87.70117,","85.39532,"
2018-01-19T18:00:00Z,"94.95008,","88.87279,"
2018-01-19T18:30:00Z,"100.668518,","94.48162,"
2018-01-19T19:00:00Z,"96.1956,","93.36566,"
2018-01-19T19:30:00Z,"94.74061,","91.33145,"
2018-01-19T20:00:00Z,"106.664032,","92.22798,"
2018-01-19T20:30:00Z,"92.20631,","89.45824,"
2018-01-19T21:00:00Z,"97.97828,","90.70861,"
2018-01-19T21:30:00Z,"100.737564,","91.4361649,"
2018-01-19T22:00:00Z,"95.64145,","91.0329056,"
2018-01-19T22:30:00Z,"95.9324341,","92.2952042,"
2018-01-19T23:00:00Z,"127.0546,","111.962082,"
2018-01-19T23:30:00Z,"108.244308,","106.560852,"
2018-01-20T00:00:00Z,"109.052765,","106.574539,"
2018-01-20T00:30:00Z,"109.861229,","106.588234,"
2018-01-20T01:00:00Z,"96.5550156,","94.50301,"
2018-01-20T01:30:00Z,"85.72384,","83.95518,"
2018-01-20T02:00:00Z,"88.75039,","85.24758,"
2018-01-20T02:30:00Z,"98.8360443,","88.50551,"
2018-01-20T03:00:00Z,"102.761612,","89.82321,"
2018-01-20T03:30:00Z,"103.755943,","90.2085648,"
2018-01-20T04:00:00Z,"103.972496,","90.3708344,"
2018-01-20T04:30:00Z,"103.060028,","91.21314,"
2018-01-20T05:00:00Z,"98.01841,","90.99697,"
2018-01-20T05:30:00Z,"95.15859,","91.3568649,"
2018-01-20T06:00:00Z,"95.1655045,","91.49175,"
2018-01-20T06:30:00Z,"96.05829,","92.18458,"
2018-01-20T07:00:00Z,"97.86501,","92.97667,"
2018-01-20T07:30:00Z,"105.5093,","94.25837,"
2018-01-20T08:00:00Z,"105.534164,","93.79769,"
2018-01-20T08:30:00Z,"98.34245,","93.15701,"
2018-01-20T09:00:00Z,"96.3391342,","92.60721,"
2018-01-20T09:30:00Z,"97.69276,","93.8767548,"
2018-01-20T10:00:00Z,"103.687729,","95.33094,"
2018-01-20T10:30:00Z,"108.622505,","95.55469,"
2018-01-20T11:00:00Z,"100.611282,","94.18684,"
2018-01-20T11:30:00Z,"98.44115,","93.5887,"
2018-01-20T12:00:00Z,"107.755608,","95.88544,"
2018-01-20T12:30:00Z,"106.282921,","95.38166,"
2018-01-20T13:00:00Z,"129.851059,","94.47809,"
2018-01-20T13:30:00Z,"143.0565,","124.023331,"
2018-01-20T14:00:00Z,"134.65036,","122.190132,"
2018-01-20T14:30:00Z,"102.147751,","100.497169,"
2018-01-20T15:00:00Z,"89.30333,","88.059166,"
2018-01-20T15:30:00Z,"82.3321152,","81.28792,"
2018-01-20T16:00:00Z,"78.1723862,","77.2409744,"
2018-01-20T16:30:00Z,"97.85152,","75.32246,"
2018-01-20T17:00:00Z,"97.06675,","84.5383148,"
2018-01-20T17:30:00Z,"81.50864,","80.52071,"
2018-01-20T18:00:00Z,"77.48095,","76.5348358,"
2018-01-20T18:30:00Z,"96.9155045,","81.9104156,"
2018-01-20T19:00:00Z,"87.49039,","84.51679,"
2018-01-20T19:30:00Z,"81.48269,","80.4967651,"
2018-01-20T20:00:00Z,"78.56246,","76.49816,"
2018-01-20T20:30:00Z,"97.952,","86.05734,"
2018-01-20T21:00:00Z,"89.99578,","85.308754,"
2018-01-20T21:30:00Z,"87.677475,","84.76874,"
