Date time,indoorRH (%),outdoorRH(%)
2018-08-08T07:30:00Z,63.10 ,97
2018-08-08T08:00:00Z,62.99 ,95.8
2018-08-08T08:30:00Z,62.74 ,96.7
2018-08-08T09:00:00Z,63.36 ,97.3
2018-08-08T09:30:00Z,63.54 ,97.4
2018-08-08T10:00:00Z,64.30 ,97.1
2018-08-08T10:30:00Z,64.40 ,97
2018-08-08T11:00:00Z,64.50 ,96.44286
2018-08-08T11:30:00Z,64.02 ,96.1
2018-08-08T12:00:00Z,65.59 ,96.1
2018-08-08T12:30:00Z,65.06 ,96.1
2018-08-08T13:00:00Z,64.78 ,96.3
2018-08-08T13:30:00Z,64.63 ,97.9
2018-08-08T14:00:00Z,65.31 ,97.1
2018-08-08T14:30:00Z,65.97 ,94.2
2018-08-08T15:00:00Z,68.48 ,93.9
2018-08-08T15:30:00Z,70.35 ,88.7
2018-08-08T16:00:00Z,71.01 ,83.5
2018-08-08T16:30:00Z,68.72 ,82.2
2018-08-08T17:00:00Z,66.40 ,82.6
2018-08-08T17:30:00Z,66.49 ,78.2
2018-08-08T18:00:00Z,65.44 ,86.5
2018-08-08T18:30:00Z,66.11 ,88.5
2018-08-08T19:00:00Z,66.27 ,85.3
2018-08-08T19:30:00Z,66.29 ,81
2018-08-08T20:00:00Z,65.76 ,79.1
2018-08-08T20:30:00Z,67.95 ,88.5
2018-08-08T21:00:00Z,68.13 ,87.6
2018-08-08T21:30:00Z,66.80 ,85.8
2018-08-08T22:00:00Z,68.02 ,80.9
2018-08-08T22:30:00Z,64.82 ,80.7
2018-08-08T23:00:00Z,64.12 ,81.2
2018-08-08T23:30:00Z,64.41 ,83.7
2018-08-09T00:00:00Z,64.74 ,89.1
2018-08-09T00:30:00Z,65.88 ,91.9
2018-08-09T01:00:00Z,66.01 ,93.2
2018-08-09T01:30:00Z,65.01 ,93.7
2018-08-09T02:00:00Z,64.95 ,95
2018-08-09T02:30:00Z,64.93 ,96.4
2018-08-09T03:00:00Z,63.92 ,97.3
2018-08-09T03:30:00Z,64.22 ,97.6
2018-08-09T04:00:00Z,65.78 ,96.8
2018-08-09T04:30:00Z,68.46 ,97.5
2018-08-09T05:00:00Z,65.85 ,97.7
2018-08-09T05:30:00Z,65.07 ,98
2018-08-09T06:00:00Z,65.47 ,98.1
2018-08-09T06:30:00Z,65.94 ,98.5
2018-08-09T07:00:00Z,73.98 ,97.5
2018-08-09T07:30:00Z,68.81 ,96.9
2018-08-09T08:00:00Z,68.29 ,98
2018-08-09T08:30:00Z,70.04 ,97.2
2018-08-09T09:00:00Z,70.65 ,97.3
2018-08-09T09:30:00Z,67.62 ,97.4
2018-08-09T10:00:00Z,68.02 ,96.6
2018-08-09T10:30:00Z,66.99 ,97.7
2018-08-09T11:00:00Z,69.86 ,95.9
2018-08-09T11:30:00Z,69.74 ,96
2018-08-09T12:00:00Z,68.29 ,95
2018-08-09T12:30:00Z,70.37 ,93.6
2018-08-09T13:00:00Z,72.54 ,91.4
2018-08-09T13:30:00Z,70.58 ,89
2018-08-09T14:00:00Z,70.53 ,89.3
2018-08-09T14:30:00Z,69.92 ,88.1
2018-08-09T15:00:00Z,72.50 ,88
2018-08-09T15:30:00Z,67.81 ,85.4
2018-08-09T16:00:00Z,67.63 ,83
2018-08-09T16:30:00Z,65.34 ,75.55
2018-08-09T17:00:00Z,64.99 ,74.3
2018-08-09T17:30:00Z,62.96 ,69.6
2018-08-09T18:00:00Z,62.52 ,68.3
2018-08-09T18:30:00Z,60.09 ,60.8
2018-08-09T19:00:00Z,58.10 ,60.9
2018-08-09T19:30:00Z,55.29 ,60.6
2018-08-09T20:00:00Z,54.48 ,56.3
2018-08-09T20:30:00Z,51.67 ,56
2018-08-09T21:00:00Z,49.06 ,55.7
2018-08-09T21:30:00Z,49.33 ,55.8
2018-08-09T22:00:00Z,50.43 ,58.5
2018-08-09T22:30:00Z,51.76 ,59.5
2018-08-09T23:00:00Z,53.42 ,60.1
2018-08-09T23:30:00Z,54.04 ,62.9
2018-08-10T00:00:00Z,55.56 ,65.6
2018-08-10T00:30:00Z,55.09 ,69.3
2018-08-10T01:00:00Z,56.00 ,71.6
2018-08-10T01:30:00Z,57.31 ,71.3
2018-08-10T02:00:00Z,58.35 ,73.3
2018-08-10T02:30:00Z,57.80 ,71.7
2018-08-10T03:00:00Z,57.41 ,73.2
2018-08-10T03:30:00Z,57.36 ,73.5
2018-08-10T04:00:00Z,57.72 ,71.6
2018-08-10T04:30:00Z,57.34 ,74.7
2018-08-10T05:00:00Z,57.50 ,76.7
2018-08-10T05:30:00Z,57.61 ,77.4
2018-08-10T06:00:00Z,57.82 ,79.6
2018-08-10T06:30:00Z,58.52 ,80.7
2018-08-10T07:00:00Z,58.64 ,82.5
2018-08-10T07:30:00Z,59.16 ,84.8
2018-08-10T08:00:00Z,59.43 ,86.1
2018-08-10T08:30:00Z,59.52 ,86.5
2018-08-10T09:00:00Z,59.69 ,86.1
2018-08-10T09:30:00Z,59.79 ,86.8
2018-08-10T10:00:00Z,60.19 ,88
2018-08-10T10:30:00Z,60.27 ,88.2
2018-08-10T11:00:00Z,60.71 ,87.7
2018-08-10T11:30:00Z,60.86 ,87.8
2018-08-10T12:00:00Z,60.98 ,88.2
2018-08-10T12:30:00Z,61.87 ,87
2018-08-10T13:00:00Z,62.32 ,85.9
2018-08-10T13:30:00Z,62.60 ,81.1
2018-08-10T14:00:00Z,65.32 ,76.6
2018-08-10T14:30:00Z,65.35 ,79.3
2018-08-10T15:00:00Z,68.81 ,81.1
2018-08-10T15:30:00Z,66.33 ,97.9
2018-08-10T16:00:00Z,65.66 ,89.3
2018-08-10T16:30:00Z,69.50 ,81.4
2018-08-10T17:00:00Z,68.56 ,78.8
2018-08-10T17:30:00Z,67.58 ,74
2018-08-10T18:00:00Z,65.74 ,81.4
2018-08-10T18:30:00Z,64.09 ,70.1
2018-08-10T19:00:00Z,65.81 ,85.1
2018-08-10T19:30:00Z,65.27 ,98.5
2018-08-10T20:00:00Z,64.64 ,99.6
2018-08-10T20:30:00Z,66.48 ,99.2
2018-08-10T21:00:00Z,64.89 ,98.8
2018-08-10T21:30:00Z,63.60 ,99.1
2018-08-10T22:00:00Z,65.83 ,99.5
2018-08-10T22:30:00Z,64.65 ,99.7
2018-08-10T23:00:00Z,64.15 ,99.8
2018-08-10T23:30:00Z,64.18 ,100
2018-08-11T00:00:00Z,64.65 ,99.9
2018-08-11T00:30:00Z,64.93 ,99.9
2018-08-11T01:00:00Z,64.40 ,99.4
2018-08-11T01:30:00Z,66.20 ,99.7
2018-08-11T02:00:00Z,65.16 ,99.6
2018-08-11T02:30:00Z,65.66 ,99.9
2018-08-11T03:00:00Z,66.15 ,100
2018-08-11T03:30:00Z,65.31 ,100
2018-08-11T04:00:00Z,66.16 ,100
2018-08-11T04:30:00Z,66.17 ,100
2018-08-11T05:00:00Z,66.01 ,100
2018-08-11T05:30:00Z,65.35 ,100
2018-08-11T06:00:00Z,64.86 ,100
2018-08-11T06:30:00Z,64.56 ,100
2018-08-11T07:00:00Z,64.27 ,100
2018-08-11T07:30:00Z,64.01 ,100
2018-08-11T08:00:00Z,63.83 ,100
2018-08-11T08:30:00Z,63.70 ,100
2018-08-11T09:00:00Z,63.58 ,100
2018-08-11T09:30:00Z,63.43 ,100
2018-08-11T10:00:00Z,63.35 ,100
2018-08-11T10:30:00Z,63.10 ,100
2018-08-11T11:00:00Z,62.95 ,100
2018-08-11T11:30:00Z,62.88 ,100
2018-08-11T12:00:00Z,62.80 ,100
2018-08-11T12:30:00Z,62.65 ,100
2018-08-11T13:00:00Z,62.72 ,100
2018-08-11T13:30:00Z,62.62 ,97
2018-08-11T14:00:00Z,62.65 ,94.1
2018-08-11T14:30:00Z,62.80 ,91.6
2018-08-11T15:00:00Z,62.49 ,86.6
2018-08-11T15:30:00Z,62.59 ,81.7
2018-08-11T16:00:00Z,62.32 ,80.6
2018-08-11T16:30:00Z,61.86 ,77.5
2018-08-11T17:00:00Z,61.29 ,69.2
2018-08-11T17:30:00Z,60.62 ,65.8999939
2018-08-11T18:00:00Z,60.04 ,60.4
2018-08-11T18:30:00Z,59.73 ,59.1
2018-08-11T19:00:00Z,58.34 ,50.9
2018-08-11T19:30:00Z,57.77 ,53.9
2018-08-11T20:00:00Z,56.76 ,52.5
2018-08-11T20:30:00Z,55.74 ,52.9
2018-08-11T21:00:00Z,54.62 ,49.6
2018-08-11T21:30:00Z,53.93 ,53.1
2018-08-11T22:00:00Z,51.50 ,51.2
2018-08-11T22:30:00Z,50.97 ,51.7
2018-08-11T23:00:00Z,49.87 ,54.1
2018-08-11T23:30:00Z,50.02 ,58
2018-08-12T00:00:00Z,49.40 ,56
2018-08-12T00:30:00Z,50.84 ,59.1
2018-08-12T01:00:00Z,51.27 ,63.3
2018-08-12T01:30:00Z,52.04 ,66.2
2018-08-12T02:00:00Z,53.97 ,69
2018-08-12T02:30:00Z,54.29 ,71
2018-08-12T03:00:00Z,54.73 ,69.8
2018-08-12T03:30:00Z,55.14 ,71.5
2018-08-12T04:00:00Z,55.68 ,73.7
2018-08-12T04:30:00Z,56.36 ,76.1
2018-08-12T05:00:00Z,56.48 ,78.7
2018-08-12T05:30:00Z,56.87 ,80.7
2018-08-12T06:00:00Z,57.17 ,81.9
2018-08-12T06:30:00Z,57.43 ,84.6
2018-08-12T07:00:00Z,57.67 ,85.9
2018-08-12T07:30:00Z,57.86 ,87.6
2018-08-12T08:00:00Z,58.27 ,88.3
2018-08-12T08:30:00Z,58.48 ,90.2
2018-08-12T09:00:00Z,58.72 ,90.4
2018-08-12T09:30:00Z,59.03 ,92.2
2018-08-12T10:00:00Z,59.13 ,93.3
2018-08-12T10:30:00Z,59.10 ,93.9
2018-08-12T11:00:00Z,59.15 ,94.5
2018-08-12T11:30:00Z,59.21 ,93.3
2018-08-12T12:00:00Z,59.82 ,88.7
2018-08-12T12:30:00Z,60.68 ,87.3
2018-08-12T13:00:00Z,59.67 ,82.5
2018-08-12T13:30:00Z,60.33 ,78
2018-08-12T14:00:00Z,60.93 ,78.2
2018-08-12T14:30:00Z,59.54 ,73.3
2018-08-12T15:00:00Z,59.41 ,69.2
2018-08-12T15:30:00Z,59.27 ,68.6
2018-08-12T16:00:00Z,59.36 ,65.9
2018-08-12T16:30:00Z,56.89 ,59.3
2018-08-12T17:00:00Z,55.80 ,56.6
2018-08-12T17:30:00Z,53.59 ,49.7
2018-08-12T18:00:00Z,52.90 ,50.6
2018-08-12T18:30:00Z,49.24 ,50.1
2018-08-12T19:00:00Z,48.30 ,52.7
2018-08-12T19:30:00Z,47.15 ,48.1
2018-08-12T20:00:00Z,46.07 ,48.2
2018-08-12T20:30:00Z,46.16 ,47
2018-08-12T21:00:00Z,46.37 ,50.3
2018-08-12T21:30:00Z,45.85 ,51.6
2018-08-12T22:00:00Z,46.07 ,51.7
2018-08-12T22:30:00Z,46.66 ,50.5
2018-08-12T23:00:00Z,46.93 ,51.7
2018-08-12T23:30:00Z,46.25 ,54
2018-08-13T00:00:00Z,46.90 ,58.2
2018-08-13T00:30:00Z,48.06 ,61.8
2018-08-13T01:00:00Z,48.84 ,64
2018-08-13T01:30:00Z,49.64 ,66
2018-08-13T02:00:00Z,50.19 ,70.5
2018-08-13T02:30:00Z,51.62 ,73.5
2018-08-13T03:00:00Z,52.89 ,73.6
2018-08-13T03:30:00Z,53.31 ,75.4
2018-08-13T04:00:00Z,53.66 ,76
2018-08-13T04:30:00Z,54.76 ,78.6
2018-08-13T05:00:00Z,54.60 ,81
2018-08-13T05:30:00Z,54.74 ,83.6
2018-08-13T06:00:00Z,55.01 ,84.4
2018-08-13T06:30:00Z,55.36 ,86.4
2018-08-13T07:00:00Z,55.63 ,87.3
2018-08-13T07:30:00Z,55.94 ,87.4
2018-08-13T08:00:00Z,56.26 ,90.9
2018-08-13T08:30:00Z,56.51 ,92.5
2018-08-13T09:00:00Z,57.53 ,91.2
2018-08-13T09:30:00Z,57.73 ,92.2
2018-08-13T10:00:00Z,57.68 ,93
2018-08-13T10:30:00Z,57.81 ,92.2
2018-08-13T11:00:00Z,58.12 ,91.2
2018-08-13T11:30:00Z,58.28 ,92.3
2018-08-13T12:00:00Z,57.92 ,87.7
2018-08-13T12:30:00Z,57.67 ,83.9
2018-08-13T13:00:00Z,57.41 ,81.6
2018-08-13T13:30:00Z,57.27 ,78.3
2018-08-13T14:00:00Z,58.48 ,77.4
2018-08-13T14:30:00Z,57.53 ,74.1
2018-08-13T15:00:00Z,59.51 ,65.7
2018-08-13T15:30:00Z,59.20 ,65.7
2018-08-13T16:00:00Z,59.36 ,60.9
2018-08-13T16:30:00Z,58.82 ,58.6
2018-08-13T17:00:00Z,55.36 ,68.4
2018-08-13T17:30:00Z,55.83 ,75.1
2018-08-13T18:00:00Z,55.64 ,84.1
2018-08-13T18:30:00Z,54.24 ,87.7
2018-08-13T19:00:00Z,54.20 ,91.6
2018-08-13T19:30:00Z,54.23 ,91.8
2018-08-13T20:00:00Z,54.22 ,93
2018-08-13T20:30:00Z,54.16 ,90.9
2018-08-13T21:00:00Z,54.05 ,86.8
2018-08-13T21:30:00Z,54.25 ,86.1
2018-08-13T22:00:00Z,54.85 ,83.8
2018-08-13T22:30:00Z,55.92 ,85.5
2018-08-13T23:00:00Z,55.28 ,95.6
2018-08-13T23:30:00Z,55.37 ,96
2018-08-14T00:00:00Z,55.50 ,95
2018-08-14T00:30:00Z,55.75 ,97
2018-08-14T01:00:00Z,55.99 ,97.7
2018-08-14T01:30:00Z,56.25 ,98.4
2018-08-14T02:00:00Z,56.46 ,99.3
2018-08-14T02:30:00Z,56.86 ,99.3
2018-08-14T03:00:00Z,57.17 ,98.1
2018-08-14T03:30:00Z,57.75 ,95.7
2018-08-14T04:00:00Z,59.07 ,95.5
2018-08-14T04:30:00Z,59.34 ,95.9
2018-08-14T05:00:00Z,59.27 ,95.7
2018-08-14T05:30:00Z,59.23 ,96.1
2018-08-14T06:00:00Z,59.18 ,97.3
2018-08-14T06:30:00Z,59.25 ,97.1
2018-08-14T07:00:00Z,59.27 ,97.1
2018-08-14T07:30:00Z,59.30 ,96.9
2018-08-14T08:00:00Z,59.35 ,98
2018-08-14T08:30:00Z,59.41 ,97.96667
2018-08-14T09:00:00Z,59.49 ,97.8
2018-08-14T09:30:00Z,59.19 ,98.1
2018-08-14T10:00:00Z,58.86 ,98.2
2018-08-14T10:30:00Z,58.92 ,97.8
2018-08-14T11:00:00Z,58.94 ,97.9
2018-08-14T11:30:00Z,59.02 ,98.4
2018-08-14T12:00:00Z,59.07 ,98
2018-08-14T12:30:00Z,59.13 ,96.1
2018-08-14T13:00:00Z,59.20 ,93.2
2018-08-14T13:30:00Z,59.05 ,93.3
2018-08-14T14:00:00Z,58.98 ,97.7
2018-08-14T14:30:00Z,59.42 ,98.2
2018-08-14T15:00:00Z,59.47 ,99.4
2018-08-14T15:30:00Z,59.48 ,99.4
2018-08-14T16:00:00Z,60.12 ,97.3
2018-08-14T16:30:00Z,61.38 ,92
2018-08-14T17:00:00Z,61.85 ,91.7
2018-08-14T17:30:00Z,62.71 ,87.5
2018-08-14T18:00:00Z,62.60 ,84.9
2018-08-14T18:30:00Z,63.16 ,82.4
2018-08-14T19:00:00Z,63.53 ,78
2018-08-14T19:30:00Z,63.14 ,73.9
2018-08-14T20:00:00Z,63.19 ,76.3
2018-08-14T20:30:00Z,61.54 ,91.3
2018-08-14T21:00:00Z,61.07 ,95.7
2018-08-14T21:30:00Z,61.06 ,96.6
2018-08-14T22:00:00Z,61.50 ,96.4
2018-08-14T22:30:00Z,61.62 ,95.6
2018-08-14T23:00:00Z,61.96 ,94.4
2018-08-14T23:30:00Z,63.18 ,94
2018-08-15T00:00:00Z,63.26 ,95.6
2018-08-15T00:30:00Z,63.87 ,96.6
2018-08-15T01:00:00Z,64.08 ,97
2018-08-15T01:30:00Z,63.51 ,98.3
2018-08-15T02:00:00Z,63.31 ,98.9
2018-08-15T02:30:00Z,63.15 ,99.3
2018-08-15T03:00:00Z,63.25 ,99.4
2018-08-15T03:30:00Z,63.42 ,99.2
2018-08-15T04:00:00Z,63.58 ,97.4
2018-08-15T04:30:00Z,63.66 ,97.1
2018-08-15T05:00:00Z,63.62 ,96.9
2018-08-15T05:30:00Z,63.77 ,96.4
2018-08-15T06:00:00Z,63.87 ,96.9
2018-08-15T06:30:00Z,63.73 ,96.8
2018-08-15T07:00:00Z,63.57 ,97.6
2018-08-15T07:30:00Z,63.56 ,98.8
2018-08-15T08:00:00Z,63.37 ,99.5
2018-08-15T08:30:00Z,63.27 ,100
2018-08-15T09:00:00Z,63.26 ,100
2018-08-15T09:30:00Z,63.17 ,100
2018-08-15T10:00:00Z,63.04 ,100
2018-08-15T10:30:00Z,62.98 ,100
2018-08-15T11:00:00Z,62.88 ,100
2018-08-15T11:30:00Z,62.76 ,100
2018-08-15T12:00:00Z,62.99 ,98.8
2018-08-15T12:30:00Z,63.21 ,95.7
2018-08-15T13:00:00Z,63.84 ,92.1
2018-08-15T13:30:00Z,63.72 ,89.1
2018-08-15T14:00:00Z,64.97 ,86.9
2018-08-15T14:30:00Z,66.24 ,84.1
2018-08-15T15:00:00Z,68.01 ,80.7
2018-08-15T15:30:00Z,68.81 ,77.3
2018-08-15T16:00:00Z,68.55 ,74.5
2018-08-15T16:30:00Z,66.45 ,72.1
2018-08-15T17:00:00Z,65.25 ,71.5
2018-08-15T17:30:00Z,63.95 ,71.3
2018-08-15T18:00:00Z,63.09 ,68.1
2018-08-15T18:30:00Z,62.80 ,63.8
2018-08-15T19:00:00Z,61.59 ,61.8
2018-08-15T19:30:00Z,60.64 ,63.4
2018-08-15T20:00:00Z,59.83 ,60.8
2018-08-15T20:30:00Z,59.65 ,62.3
2018-08-15T21:00:00Z,58.72 ,60.4
2018-08-15T21:30:00Z,57.79 ,61.7
2018-08-15T22:00:00Z,57.83 ,62
2018-08-15T22:30:00Z,57.83 ,60.8
2018-08-15T23:00:00Z,58.15 ,64.7
2018-08-15T23:30:00Z,58.53 ,69
2018-08-16T00:00:00Z,59.01 ,70
2018-08-16T00:30:00Z,59.60 ,71.8
2018-08-16T01:00:00Z,59.83 ,74.7
2018-08-16T01:30:00Z,59.80 ,76.5
2018-08-16T02:00:00Z,60.10 ,78.8
2018-08-16T02:30:00Z,60.50 ,80.2
2018-08-16T03:00:00Z,60.96 ,82.3
2018-08-16T03:30:00Z,61.19 ,84.1
2018-08-16T04:00:00Z,61.47 ,86.2
2018-08-16T04:30:00Z,61.67 ,86.1
2018-08-16T05:00:00Z,61.86 ,86.8
2018-08-16T05:30:00Z,62.00 ,87.9
2018-08-16T06:00:00Z,62.13 ,88.5
2018-08-16T06:30:00Z,62.22 ,89.9
2018-08-16T07:00:00Z,62.29 ,90.2
2018-08-16T07:30:00Z,62.38 ,90.6
2018-08-16T08:00:00Z,62.47 ,93.7
2018-08-16T08:30:00Z,62.54 ,94.5
2018-08-16T09:00:00Z,62.64 ,95.4
2018-08-16T09:30:00Z,62.42 ,95.5
2018-08-16T10:00:00Z,62.55 ,95.2
2018-08-16T10:30:00Z,62.65 ,95.8
2018-08-16T11:00:00Z,62.70 ,95.6
2018-08-16T11:30:00Z,62.69 ,94.5
2018-08-16T12:00:00Z,62.64 ,93.6
2018-08-16T12:30:00Z,62.82 ,92.1
2018-08-16T13:00:00Z,62.60 ,90.3
2018-08-16T13:30:00Z,62.42 ,86
2018-08-16T14:00:00Z,62.29 ,84.5
2018-08-16T14:30:00Z,62.47 ,80.5
2018-08-16T15:00:00Z,62.48 ,78.7
2018-08-16T15:30:00Z,62.83 ,76.8
2018-08-16T16:00:00Z,62.80 ,75.4
2018-08-16T16:30:00Z,62.77 ,73.8
2018-08-16T17:00:00Z,62.52 ,71.8
2018-08-16T17:30:00Z,62.61 ,71.2
2018-08-16T18:00:00Z,62.42 ,70.3
2018-08-16T18:30:00Z,61.94 ,70.9
2018-08-16T19:00:00Z,61.58 ,73
2018-08-16T19:30:00Z,61.91 ,76.9
2018-08-16T20:00:00Z,61.35 ,93.6
2018-08-16T20:30:00Z,60.98 ,88.6
2018-08-16T21:00:00Z,60.86 ,83.1
2018-08-16T21:30:00Z,60.75 ,92.2
2018-08-16T22:00:00Z,60.84 ,92.5
2018-08-16T22:30:00Z,60.92 ,88.7
2018-08-16T23:00:00Z,61.05 ,90.1
2018-08-16T23:30:00Z,61.27 ,92.8
2018-08-17T00:00:00Z,61.54 ,93.9
2018-08-17T00:30:00Z,61.78 ,94.5
2018-08-17T01:00:00Z,61.94 ,93.8
2018-08-17T01:30:00Z,62.13 ,91.6
2018-08-17T02:00:00Z,62.21 ,91.9
2018-08-17T02:30:00Z,62.28 ,92.1
2018-08-17T03:00:00Z,62.40 ,93.4
2018-08-17T03:30:00Z,62.39 ,92.9
2018-08-17T04:00:00Z,62.46 ,93.2
2018-08-17T04:30:00Z,62.49 ,93
2018-08-17T05:00:00Z,62.47 ,92.3
2018-08-17T05:30:00Z,62.52 ,91.3
2018-08-17T06:00:00Z,62.32 ,87.9
2018-08-17T06:30:00Z,62.43 ,87.5
2018-08-17T07:00:00Z,62.73 ,88.2
2018-08-17T07:30:00Z,62.39 ,88.8
2018-08-17T08:00:00Z,62.35 ,88.9
2018-08-17T08:30:00Z,62.78 ,88.3
2018-08-17T09:00:00Z,62.42 ,88.8
2018-08-17T09:30:00Z,62.46 ,88.8
2018-08-17T10:00:00Z,62.47 ,88.8
2018-08-17T10:30:00Z,62.50 ,88.3
2018-08-17T11:00:00Z,62.54 ,88.2
2018-08-17T11:30:00Z,62.46 ,87.7
2018-08-17T12:00:00Z,62.54 ,88.3
2018-08-17T12:30:00Z,62.43 ,87.9
2018-08-17T13:00:00Z,62.42 ,86.9
2018-08-17T13:30:00Z,62.47 ,86.1
2018-08-17T14:00:00Z,62.49 ,84.8
2018-08-17T14:30:00Z,62.95 ,84.2
2018-08-17T15:00:00Z,63.53 ,85.4
2018-08-17T15:30:00Z,63.24 ,97
2018-08-17T16:00:00Z,62.90 ,96.4
2018-08-17T16:30:00Z,63.36 ,95.8
2018-08-17T17:00:00Z,63.44 ,94.1
2018-08-17T17:30:00Z,63.90 ,92.6
2018-08-17T18:00:00Z,64.14 ,91
2018-08-17T18:30:00Z,64.54 ,87.5
2018-08-17T19:00:00Z,64.69 ,88
2018-08-17T19:30:00Z,66.10 ,86.3
2018-08-17T20:00:00Z,71.60 ,86.3
2018-08-17T20:30:00Z,72.10 ,88.4
2018-08-17T21:00:00Z,67.85 ,87
2018-08-17T21:30:00Z,66.17 ,94.7
2018-08-17T22:00:00Z,65.56 ,96.2
2018-08-17T22:30:00Z,65.36 ,98
2018-08-17T23:00:00Z,65.29 ,98.8
2018-08-17T23:30:00Z,65.16 ,99
2018-08-18T00:00:00Z,65.18 ,99.1
2018-08-18T00:30:00Z,64.96 ,98.5
2018-08-18T01:00:00Z,64.81 ,98.1
2018-08-18T01:30:00Z,64.66 ,99
2018-08-18T02:00:00Z,64.58 ,99.5
2018-08-18T02:30:00Z,64.53 ,100
2018-08-18T03:00:00Z,64.82 ,100
2018-08-18T03:30:00Z,65.00 ,100
2018-08-18T04:00:00Z,64.94 ,99.4
2018-08-18T04:30:00Z,64.84 ,98.9
2018-08-18T05:00:00Z,64.74 ,98.8
2018-08-18T05:30:00Z,64.63 ,99.3
2018-08-18T06:00:00Z,64.55 ,99.9
2018-08-18T06:30:00Z,64.47 ,100
2018-08-18T07:00:00Z,64.38 ,100
2018-08-18T07:30:00Z,64.25 ,100
2018-08-18T08:00:00Z,64.04 ,100
2018-08-18T08:30:00Z,63.89 ,100
2018-08-18T09:00:00Z,63.89 ,99.4
2018-08-18T09:30:00Z,63.93 ,98.7
2018-08-18T10:00:00Z,63.91 ,99.3
2018-08-18T10:30:00Z,63.98 ,97.2
2018-08-18T11:00:00Z,63.96 ,96.6
2018-08-18T11:30:00Z,63.98 ,96.7
2018-08-18T12:00:00Z,63.98 ,96.8
2018-08-18T12:30:00Z,63.97 ,94.6
2018-08-18T13:00:00Z,64.27 ,92.2
2018-08-18T13:30:00Z,64.10 ,89.4
2018-08-18T14:00:00Z,63.92 ,88.1
2018-08-18T14:30:00Z,63.75 ,87.3
2018-08-18T15:00:00Z,63.54 ,85.3
2018-08-18T15:30:00Z,63.46 ,81.7
2018-08-18T16:00:00Z,63.12 ,81
2018-08-18T16:30:00Z,63.12 ,76.1
2018-08-18T17:00:00Z,62.73 ,77
2018-08-18T17:30:00Z,62.39 ,74.4
2018-08-18T18:00:00Z,62.27 ,68.9
2018-08-18T18:30:00Z,61.98 ,73
2018-08-18T19:00:00Z,61.40 ,63.5
2018-08-18T19:30:00Z,60.89 ,60.4
2018-08-18T20:00:00Z,60.51 ,61.8
2018-08-18T20:30:00Z,60.20 ,59.5
2018-08-18T21:00:00Z,59.68 ,61.1
2018-08-18T21:30:00Z,59.88 ,58.5
2018-08-18T22:00:00Z,59.44 ,55.9
2018-08-18T22:30:00Z,58.96 ,58.5
2018-08-18T23:00:00Z,58.58 ,58.6
2018-08-18T23:30:00Z,58.44 ,61.3
2018-08-19T00:00:00Z,58.70 ,64.8
2018-08-19T00:30:00Z,59.23 ,68.1
2018-08-19T01:00:00Z,59.69 ,69.7
2018-08-19T01:30:00Z,59.71 ,71.5
2018-08-19T02:00:00Z,59.79 ,72.4428558
2018-08-19T02:30:00Z,60.11 ,73.6
2018-08-19T03:00:00Z,60.45 ,75.46286
2018-08-19T03:30:00Z,60.63 ,76.44
2018-08-19T04:00:00Z,60.78 ,77.4171448
2018-08-19T04:30:00Z,60.94 ,78.39429
2018-08-19T05:00:00Z,60.96 ,79.37143
2018-08-19T05:30:00Z,61.03 ,80.34857
2018-08-19T06:00:00Z,61.08 ,81.3257141
2018-08-19T06:30:00Z,61.13 ,82.30286
2018-08-19T07:00:00Z,61.18 ,83.28
2018-08-19T07:30:00Z,61.26 ,84.25715
2018-08-19T08:00:00Z,61.31 ,85.23429
2018-08-19T08:30:00Z,61.39 ,86.21143
2018-08-19T09:00:00Z,61.39 ,87.1885757
2018-08-19T09:30:00Z,61.44 ,88.16572
2018-08-19T10:00:00Z,61.41 ,89.14286
2018-08-19T10:30:00Z,60.87 ,90.12
2018-08-19T11:00:00Z,60.75 ,91.0971451
2018-08-19T11:30:00Z,60.60 ,92.07429
2018-08-19T12:00:00Z,60.50 ,90.8
2018-08-19T12:30:00Z,60.30 ,88.3
2018-08-19T13:00:00Z,59.99 ,86.1
2018-08-19T13:30:00Z,59.79 ,83.6
2018-08-19T14:00:00Z,59.44 ,79.7
2018-08-19T14:30:00Z,59.36 ,76.6
2018-08-19T15:00:00Z,59.14 ,74.5
2018-08-19T15:30:00Z,59.10 ,70.4
2018-08-19T16:00:00Z,58.67 ,67.8
2018-08-19T16:30:00Z,58.18 ,64.8
2018-08-19T17:00:00Z,57.72 ,63.1
2018-08-19T17:30:00Z,57.25 ,63.6
2018-08-19T18:00:00Z,56.78 ,62
2018-08-19T18:30:00Z,56.33 ,60.2
2018-08-19T19:00:00Z,55.88 ,59.9
2018-08-19T19:30:00Z,55.44 ,60.6
2018-08-19T20:00:00Z,55.06 ,60.8
2018-08-19T20:30:00Z,54.75 ,59.3
2018-08-19T21:00:00Z,54.49 ,61.5
2018-08-19T21:30:00Z,54.30 ,61.9
2018-08-19T22:00:00Z,54.23 ,63
2018-08-19T22:30:00Z,54.22 ,63.9
2018-08-19T23:00:00Z,53.78 ,65.8
2018-08-19T23:30:00Z,55.01 ,68.8
2018-08-20T00:00:00Z,56.09 ,70.7
2018-08-20T00:30:00Z,57.83 ,74.7
2018-08-20T01:00:00Z,57.90 ,77.7
2018-08-20T01:30:00Z,57.96 ,80.9
