DT,HDD,CDD
2018-11-29T15:00:00Z,"60.19069,",0
2018-11-29T15:30:00Z,"58.7571869,",0
2018-11-29T16:00:00Z,"53.62107,",0
2018-11-29T16:30:00Z,"47.6851349,",0
2018-11-29T17:00:00Z,"45.2998924,",0
2018-11-29T17:30:00Z,"46.97907,",0
2018-11-29T18:00:00Z,"48.4160957,",0
2018-11-29T18:30:00Z,"41.4711838,",0
2018-11-29T19:00:00Z,"59.5015945,",0
2018-11-29T19:30:00Z,"53.22595,",0
2018-11-29T20:00:00Z,"51.29935,",0
2018-11-29T20:30:00Z,"50.233284,",0
2018-11-29T21:00:00Z,"53.63512,",0
2018-11-29T21:30:00Z,"49.1812935,",0
2018-11-29T22:00:00Z,"50.2298126,",0
2018-11-29T22:30:00Z,"51.7526474,",0
2018-11-29T23:00:00Z,"50.2098846,",0
2018-11-29T23:30:00Z,"49.8802338,",0
2018-11-30T00:00:00Z,"48.3399544,",0
2018-11-30T00:30:00Z,"54.63203,",0
2018-11-30T01:00:00Z,"49.05367,",0
2018-11-30T01:30:00Z,"56.95815,",0
2018-11-30T02:00:00Z,"54.19447,",0
2018-11-30T02:30:00Z,"56.876976,",0
2018-11-30T03:00:00Z,"55.95609,",0
2018-11-30T03:30:00Z,"54.7530861,",0
2018-11-30T04:00:00Z,"53.32117,",0
2018-11-30T04:30:00Z,"49.9260139,",0
2018-11-30T05:00:00Z,"51.5680923,",0
2018-11-30T05:30:00Z,"54.1358147,",0
2018-11-30T06:00:00Z,"51.6841545,",0
2018-11-30T06:30:00Z,"48.55214,",0
2018-11-30T07:00:00Z,"54.404808,",0
2018-11-30T07:30:00Z,"51.3483429,",0
2018-11-30T08:00:00Z,"47.6827126,",0
2018-11-30T08:30:00Z,"45.2041664,",0
2018-11-30T09:00:00Z,"47.7303658,",0
2018-11-30T09:30:00Z,"46.0480423,",0
2018-11-30T10:00:00Z,"46.9804268,",0
2018-11-30T10:30:00Z,"47.68054,",0
2018-11-30T11:00:00Z,"44.8090935,",0
2018-11-30T11:30:00Z,"50.7072754,",0
2018-11-30T12:00:00Z,"52.179203,",0
2018-11-30T12:30:00Z,"50.6421432,",0
2018-11-30T13:00:00Z,"55.3417549,",0
2018-11-30T13:30:00Z,"48.03032,",0
2018-11-30T14:00:00Z,"50.01989,",0
2018-11-30T14:30:00Z,"44.45994,",0
2018-11-30T15:00:00Z,"40.37427,",0
2018-11-30T15:30:00Z,"42.4522324,",0
2018-11-30T16:00:00Z,"43.9057961,",0
2018-11-30T16:30:00Z,"33.79293,",0
2018-11-30T17:00:00Z,"38.95849,",0
2018-11-30T17:30:00Z,"46.05722,",0
2018-11-30T18:00:00Z,"43.65533,",0
2018-11-30T18:30:00Z,"38.73275,",0
2018-11-30T19:00:00Z,"34.4853,",0
2018-11-30T19:30:00Z,"40.67937,",0
2018-11-30T20:00:00Z,"45.7468262,",0
2018-11-30T20:30:00Z,"45.15877,",0
2018-11-30T21:00:00Z,"46.0134735,",0
2018-11-30T21:30:00Z,"40.400116,",0
2018-11-30T22:00:00Z,"41.1963654,",0
2018-11-30T22:30:00Z,"45.1955948,",0
2018-11-30T23:00:00Z,"46.2308159,",0
2018-11-30T23:30:00Z,"46.86142,",0
2018-12-01T00:00:00Z,"45.21387,",0
2018-12-01T00:30:00Z,"47.37557,",0
2018-12-01T01:00:00Z,"47.25954,",0
2018-12-01T01:30:00Z,"43.96302,",0
2018-12-01T02:00:00Z,"40.97861,",0
2018-12-01T02:30:00Z,"43.4194336,",0
2018-12-01T03:00:00Z,"46.5568237,",0
2018-12-01T03:30:00Z,"49.6390266,",0
2018-12-01T04:00:00Z,"49.35384,",0
2018-12-01T04:30:00Z,"50.9609146,",0
2018-12-01T05:00:00Z,"50.8904533,",0
2018-12-01T05:30:00Z,"47.13474,",0
2018-12-01T06:00:00Z,"45.6935272,",0
2018-12-01T06:30:00Z,"50.1729431,",0
2018-12-01T07:00:00Z,"50.52078,",0
2018-12-01T07:30:00Z,"50.96311,",0
2018-12-01T08:00:00Z,"46.71131,",0
2018-12-01T08:30:00Z,"46.6815453,",0
2018-12-01T09:00:00Z,"42.94694,",0
2018-12-01T09:30:00Z,"45.3049355,",0
2018-12-01T10:00:00Z,"46.3053055,",0
2018-12-01T10:30:00Z,"50.8236961,",0
2018-12-01T11:00:00Z,"48.9898,",0
2018-12-01T11:30:00Z,"46.38377,",0
2018-12-01T12:00:00Z,"47.5632172,",0
2018-12-01T12:30:00Z,"46.1697655,",0
2018-12-01T13:00:00Z,"43.81489,",0
2018-12-01T13:30:00Z,"47.05607,",0
2018-12-01T14:00:00Z,"47.56418,",0
2018-12-01T14:30:00Z,"44.224617,",0
2018-12-01T15:00:00Z,"44.4306641,",0
2018-12-01T15:30:00Z,"44.8065338,",0
2018-12-01T16:00:00Z,"42.083374,",0
2018-12-01T16:30:00Z,"40.9888573,",0
2018-12-01T17:00:00Z,"44.3502464,",0
2018-12-01T17:30:00Z,"46.94429,",0
2018-12-01T18:00:00Z,"48.1182365,",0
2018-12-01T18:30:00Z,"48.0194778,",0
2018-12-01T19:00:00Z,"48.6810532,",0
2018-12-01T19:30:00Z,"45.4128075,",0
2018-12-01T20:00:00Z,"46.3407364,",0
2018-12-01T20:30:00Z,"44.3360748,",0
2018-12-01T21:00:00Z,"41.46204,",0
2018-12-01T21:30:00Z,"38.2880859,",0
2018-12-01T22:00:00Z,"41.59729,",0
2018-12-01T22:30:00Z,"40.24508,",0
2018-12-01T23:00:00Z,"40.3654671,",0
2018-12-01T23:30:00Z,"39.9959373,",0
2018-12-02T00:00:00Z,"38.38966,",0
2018-12-02T00:30:00Z,"41.2485352,",0
2018-12-02T01:00:00Z,"40.90179,",0
2018-12-02T01:30:00Z,"45.31423,",0
2018-12-02T02:00:00Z,"45.6459846,",0
2018-12-02T02:30:00Z,"45.8367538,",0
2018-12-02T03:00:00Z,"45.77833,",0
2018-12-02T03:30:00Z,"43.47008,",0
2018-12-02T04:00:00Z,"34.8547173,",0
2018-12-02T04:30:00Z,"35.00448,",0
2018-12-02T05:00:00Z,"36.3248024,",0
2018-12-02T05:30:00Z,"44.1737633,",0
2018-12-02T06:00:00Z,"40.49478,",0
2018-12-02T06:30:00Z,"35.76219,",0
2018-12-02T07:00:00Z,"34.8207321,",0
2018-12-02T07:30:00Z,"35.5023155,",0
2018-12-02T08:00:00Z,"37.8921776,",0
2018-12-02T08:30:00Z,"38.123394,",0
2018-12-02T09:00:00Z,"36.4025459,",0
2018-12-02T09:30:00Z,"44.2391663,",0
2018-12-02T10:00:00Z,"42.64363,",0
2018-12-02T10:30:00Z,"43.4700127,",0
2018-12-02T11:00:00Z,"40.2159767,",0
2018-12-02T11:30:00Z,"36.3966866,",0
2018-12-02T12:00:00Z,"41.05232,",0
2018-12-02T12:30:00Z,"42.7079468,",0
2018-12-02T13:00:00Z,"34.634964,",0
2018-12-02T13:30:00Z,"33.9234,",0
2018-12-02T14:00:00Z,"31.6388435,",0
2018-12-02T14:30:00Z,"26.4492626,",0
2018-12-02T15:00:00Z,"37.856987,",0
2018-12-02T15:30:00Z,"25.0776749,",0
2018-12-02T16:00:00Z,"24.9994621,",0
2018-12-02T16:30:00Z,"33.3586159,",0
2018-12-02T17:00:00Z,"23.8494873,",0
2018-12-02T17:30:00Z,"29.16141,",0
2018-12-02T18:00:00Z,"25.0017929,",0
2018-12-02T18:30:00Z,"26.9684219,",0
2018-12-02T19:00:00Z,"29.35103,",0
2018-12-02T19:30:00Z,"24.8005466,",0
2018-12-02T20:00:00Z,"30.9101563,",0
2018-12-02T20:30:00Z,"25.28427,",0
2018-12-02T21:00:00Z,"27.5085621,",0
2018-12-02T21:30:00Z,"22.499548,",0
2018-12-02T22:00:00Z,"24.0225258,",0
2018-12-02T22:30:00Z,"27.0184174,",0
2018-12-02T23:00:00Z,"28.8944435,",0
2018-12-02T23:30:00Z,"25.6546421,",0
2018-12-03T00:00:00Z,"27.2647781,",0
2018-12-03T00:30:00Z,"31.93428,",0
2018-12-03T01:00:00Z,"24.9646072,",0
2018-12-03T01:30:00Z,"27.4389572,",0
2018-12-03T02:00:00Z,"34.1198425,",0
2018-12-03T02:30:00Z,"25.977047,",0
2018-12-03T03:00:00Z,"28.4894581,",0
2018-12-03T03:30:00Z,"31.2941151,",0
2018-12-03T04:00:00Z,"28.0083447,",0
2018-12-03T04:30:00Z,"29.668644,",0
2018-12-03T05:00:00Z,"50.1107826,",0
2018-12-03T05:30:00Z,"34.94062,",0
2018-12-03T06:00:00Z,"35.3357544,",0
2018-12-03T06:30:00Z,"39.24683,",0
2018-12-03T07:00:00Z,"43.1925545,",0
2018-12-03T07:30:00Z,"45.7712135,",0
2018-12-03T08:00:00Z,"50.1895676,",0
2018-12-03T08:30:00Z,"44.9092751,",0
2018-12-03T09:00:00Z,"45.4404068,",0
2018-12-03T09:30:00Z,"42.5723419,",0
2018-12-03T10:00:00Z,"45.45224,",0
2018-12-03T10:30:00Z,"37.057766,",0
2018-12-03T11:00:00Z,"46.0046272,",0
2018-12-03T11:30:00Z,"45.7588921,",0
2018-12-03T12:00:00Z,"46.2095833,",0
2018-12-03T12:30:00Z,"41.7184219,",0
2018-12-03T13:00:00Z,"41.3759346,",0
2018-12-03T13:30:00Z,"44.1381721,",0
2018-12-03T14:00:00Z,"45.98237,",0
2018-12-03T14:30:00Z,"44.62305,",0
2018-12-03T15:00:00Z,"41.5299034,",0
2018-12-03T15:30:00Z,"42.8794365,",0
2018-12-03T16:00:00Z,"37.09603,",0
2018-12-03T16:30:00Z,"39.1228867,",0
2018-12-03T17:00:00Z,"41.84343,",0
2018-12-03T17:30:00Z,"44.32827,",0
2018-12-03T18:00:00Z,"49.90338,",0
2018-12-03T18:30:00Z,"46.3374939,",0
2018-12-03T19:00:00Z,"45.86579,",0
2018-12-03T19:30:00Z,"47.81407,",0
2018-12-03T20:00:00Z,"50.5772,",0
2018-12-03T20:30:00Z,"48.3473663,",0
2018-12-03T21:00:00Z,"49.28433,",0
2018-12-03T21:30:00Z,"48.4132576,",0
2018-12-03T22:00:00Z,"53.73108,",0
2018-12-03T22:30:00Z,"48.72249,",0
2018-12-03T23:00:00Z,"52.9320221,",0
2018-12-03T23:30:00Z,"51.1922264,",0
2018-12-04T00:00:00Z,"51.819355,",0
2018-12-04T00:30:00Z,"57.6885033,",0
2018-12-04T01:00:00Z,"55.98925,",0
2018-12-04T01:30:00Z,"55.2293549,",0
2018-12-04T02:00:00Z,"52.6642036,",0
2018-12-04T02:30:00Z,"51.9792557,",0
2018-12-04T03:00:00Z,"50.87471,",0
2018-12-04T03:30:00Z,"50.9811478,",0
2018-12-04T04:00:00Z,"51.3647766,",0
2018-12-04T04:30:00Z,"48.9741325,",0
2018-12-04T05:00:00Z,"54.7359123,",0
2018-12-04T05:30:00Z,"51.557827,",0
2018-12-04T06:00:00Z,"48.76117,",0
2018-12-04T06:30:00Z,"51.7873726,",0
2018-12-04T07:00:00Z,"52.7400131,",0
2018-12-04T07:30:00Z,"50.52136,",0
2018-12-04T08:00:00Z,"49.5056534,",0
2018-12-04T08:30:00Z,"53.463707,",0
2018-12-04T09:00:00Z,"53.28085,",0
2018-12-04T09:30:00Z,"51.31968,",0
2018-12-04T10:00:00Z,"55.2589264,",0
2018-12-04T10:30:00Z,"53.7365379,",0
2018-12-04T11:00:00Z,"51.50309,",0
2018-12-04T11:30:00Z,"57.2652855,",0
2018-12-04T12:00:00Z,"51.69116,",0
2018-12-04T12:30:00Z,"49.88719,",0
2018-12-04T13:00:00Z,"54.1563148,",0
2018-12-04T13:30:00Z,"56.2134781,",0
2018-12-04T14:00:00Z,"51.6404724,",0
2018-12-04T14:30:00Z,"50.05647,",0
2018-12-04T15:00:00Z,"58.1462059,",0
2018-12-04T15:30:00Z,"48.95021,",0
2018-12-04T16:00:00Z,"48.19595,",0
2018-12-04T16:30:00Z,"48.6770859,",0
2018-12-04T17:00:00Z,"55.16029,",0
2018-12-04T17:30:00Z,"46.99512,",0
2018-12-04T18:00:00Z,"47.12831,",0
2018-12-04T18:30:00Z,"48.42924,",0
2018-12-04T19:00:00Z,"45.66372,",0
2018-12-04T19:30:00Z,"48.6119156,",0
2018-12-04T20:00:00Z,"52.08242,",0
2018-12-04T20:30:00Z,"52.8592873,",0
2018-12-04T21:00:00Z,"51.37335,",0
2018-12-04T21:30:00Z,"50.3532829,",0
2018-12-04T22:00:00Z,"52.9915161,",0
2018-12-04T22:30:00Z,"54.11003,",0
2018-12-04T23:00:00Z,"55.1123619,",0
2018-12-04T23:30:00Z,"53.7611275,",0
2018-12-05T00:00:00Z,"54.1217728,",0
2018-12-05T00:30:00Z,"57.51273,",0
2018-12-05T01:00:00Z,"54.6237679,",0
2018-12-05T01:30:00Z,"53.53091,",0
2018-12-05T02:00:00Z,"52.06431,",0
2018-12-05T02:30:00Z,"53.5984,",0
2018-12-05T03:00:00Z,"54.9839745,",0
2018-12-05T03:30:00Z,"54.2496223,",0
2018-12-05T04:00:00Z,"53.103508,",0
2018-12-05T04:30:00Z,"58.23694,",0
2018-12-05T05:00:00Z,"55.0795,",0
2018-12-05T05:30:00Z,"51.1555176,",0
2018-12-05T06:00:00Z,"49.17191,",0
2018-12-05T06:30:00Z,"51.3651352,",0
2018-12-05T07:00:00Z,"51.3215752,",0
2018-12-05T07:30:00Z,"50.64761,",0
2018-12-05T08:00:00Z,"50.8412361,",0
2018-12-05T08:30:00Z,"50.2066879,",0
2018-12-05T09:00:00Z,"54.2185631,",0
2018-12-05T09:30:00Z,"51.5628548,",0
2018-12-05T10:00:00Z,"55.41526,",0
2018-12-05T10:30:00Z,"52.8136864,",0
2018-12-05T11:00:00Z,"60.17949,",0
2018-12-05T11:30:00Z,"54.1878967,",0
2018-12-05T12:00:00Z,"55.636673,",0
2018-12-05T12:30:00Z,"55.44702,",0
2018-12-05T13:00:00Z,"52.7890625,",0
2018-12-05T13:30:00Z,"53.8627129,",0
2018-12-05T14:00:00Z,"55.68977,",0
2018-12-05T14:30:00Z,"53.2213,",0
2018-12-05T15:00:00Z,"61.29955,",0
2018-12-05T15:30:00Z,"58.8321075,",0
2018-12-05T16:00:00Z,"54.86003,",0
2018-12-05T16:30:00Z,"53.73433,",0
2018-12-05T17:00:00Z,"16.0751972,",0
2018-12-05T17:30:00Z,"5.74269629,",0
2018-12-05T18:00:00Z,"60.5634842,",0
2018-12-05T18:30:00Z,"23.4720974,",0
2018-12-05T19:00:00Z,"19.9014435,",0
2018-12-05T19:30:00Z,"30.608614,",0
2018-12-05T20:00:00Z,"24.0112171,",0
2018-12-05T20:30:00Z,"30.1474972,",0
2018-12-05T21:00:00Z,"23.6514587,",0
2018-12-05T21:30:00Z,"29.8858337,",0
2018-12-05T22:00:00Z,"30.973917,",0
2018-12-05T22:30:00Z,"27.8455257,",0
2018-12-05T23:00:00Z,"28.6716537,",0
2018-12-05T23:30:00Z,"26.38951,",0
2018-12-06T00:00:00Z,"33.3883972,",0
2018-12-06T00:30:00Z,"26.5087624,",0
2018-12-06T01:00:00Z,"23.1035938,",0
2018-12-06T01:30:00Z,"32.60042,",0
2018-12-06T02:00:00Z,"28.6971836,",0
2018-12-06T02:30:00Z,"28.1079979,",0
2018-12-06T03:00:00Z,"28.7307243,",0
2018-12-06T03:30:00Z,"29.5207157,",0
2018-12-06T04:00:00Z,"25.48948,",0
2018-12-06T04:30:00Z,"29.2369289,",0
2018-12-06T05:00:00Z,"30.3345432,",0
2018-12-06T05:30:00Z,"30.5073071,",0
2018-12-06T06:00:00Z,"33.4523277,",0
2018-12-06T06:30:00Z,"29.1292114,",0
2018-12-06T07:00:00Z,"26.02991,",0
2018-12-06T07:30:00Z,"34.3762245,",0
2018-12-06T08:00:00Z,"24.9173069,",0
2018-12-06T08:30:00Z,"27.4408112,",0
2018-12-06T09:00:00Z,"30.6174412,",0
2018-12-06T09:30:00Z,"30.0167427,",0
2018-12-06T10:00:00Z,"29.6694927,",0
2018-12-06T10:30:00Z,"27.00261,",0
2018-12-06T11:00:00Z,"32.1361847,",0
2018-12-06T11:30:00Z,"34.1485825,",0
2018-12-06T12:00:00Z,"30.3583851,",0
2018-12-06T12:30:00Z,"29.72083,",0
2018-12-06T13:00:00Z,"30.4103184,",0
2018-12-06T13:30:00Z,"27.628767,",0
2018-12-06T14:00:00Z,"31.8694878,",0
2018-12-06T14:30:00Z,"25.7452,",0
2018-12-06T15:00:00Z,"35.1271,",0
2018-12-06T15:30:00Z,"25.26328,",0
2018-12-06T16:00:00Z,"31.4914379,",0
2018-12-06T16:30:00Z,"28.8454285,",0
2018-12-06T17:00:00Z,"30.1400261,",0
2018-12-06T17:30:00Z,"28.2742558,",0
2018-12-06T18:00:00Z,"27.05313,",0
2018-12-06T18:30:00Z,"29.85123,",0
2018-12-06T19:00:00Z,"24.9183369,",0
2018-12-06T19:30:00Z,"28.94161,",0
2018-12-06T20:00:00Z,"23.7051487,",0
2018-12-06T20:30:00Z,"30.71344,",0
2018-12-06T21:00:00Z,"28.4300251,",0
2018-12-06T21:30:00Z,"25.2936459,",0
2018-12-06T22:00:00Z,"31.3219013,",0
2018-12-06T22:30:00Z,"26.9728622,",0
2018-12-06T23:00:00Z,"29.0078354,",0
2018-12-06T23:30:00Z,"29.9168072,",0
2018-12-07T00:00:00Z,"29.5725327,",0
2018-12-07T00:30:00Z,"29.98917,",0
2018-12-07T01:00:00Z,"26.1174412,",0
2018-12-07T01:30:00Z,"32.2527046,",0
2018-12-07T02:00:00Z,"29.25762,",0
2018-12-07T02:30:00Z,"30.5330925,",0
2018-12-07T03:00:00Z,"30.344696,",0
2018-12-07T03:30:00Z,"29.792429,",0
2018-12-07T04:00:00Z,"34.7026863,",0
2018-12-07T04:30:00Z,"27.58555,",0
2018-12-07T05:00:00Z,"30.1459217,",0
2018-12-07T05:30:00Z,"30.0097961,",0
2018-12-07T06:00:00Z,"32.9102669,",0
2018-12-07T06:30:00Z,"29.142252,",0
2018-12-07T07:00:00Z,"28.936758,",0
2018-12-07T07:30:00Z,"31.507885,",0
2018-12-07T08:00:00Z,"32.9326248,",0
2018-12-07T08:30:00Z,"34.7632,",0
2018-12-07T09:00:00Z,"28.9240837,",0
2018-12-07T09:30:00Z,"31.9089813,",0
2018-12-07T10:00:00Z,"27.5475731,",0
2018-12-07T10:30:00Z,"30.49859,",0
2018-12-07T11:00:00Z,"32.6873245,",0
2018-12-07T11:30:00Z,"34.86424,",0
2018-12-07T12:00:00Z,"29.0813217,",0
2018-12-07T12:30:00Z,"30.2104988,",0
2018-12-07T13:00:00Z,"31.1903133,",0
2018-12-07T13:30:00Z,"55.486145,",0
2018-12-07T14:00:00Z,"15.7924891,",0
2018-12-07T14:30:00Z,"34.9216957,",0
2018-12-07T15:00:00Z,"40.71338,",0
2018-12-07T15:30:00Z,"28.9434147,",0
2018-12-07T16:00:00Z,"35.0376472,",0
2018-12-07T16:30:00Z,"29.8258133,",0
2018-12-07T17:00:00Z,"31.62337,",0
2018-12-07T17:30:00Z,"37.92976,",0
2018-12-07T18:00:00Z,"29.9171925,",0
2018-12-07T18:30:00Z,"34.2864952,",0
2018-12-07T19:00:00Z,"33.2353058,",0
2018-12-07T19:30:00Z,"28.7467937,",0
2018-12-07T20:00:00Z,"34.50494,",0
2018-12-07T20:30:00Z,"36.13784,",0
2018-12-07T21:00:00Z,"31.03511,",0
2018-12-07T21:30:00Z,"30.8056355,",0
2018-12-07T22:00:00Z,"31.6552563,",0
2018-12-07T22:30:00Z,"34.7496262,",0
2018-12-07T23:00:00Z,"31.6381588,",0
2018-12-07T23:30:00Z,"28.67526,",0
2018-12-08T00:00:00Z,"36.2143974,",0
2018-12-08T00:30:00Z,"33.16524,",0
2018-12-08T01:00:00Z,"31.3101,",0
2018-12-08T01:30:00Z,"35.74452,",0
2018-12-08T02:00:00Z,"30.7999611,",0
2018-12-08T02:30:00Z,"35.27076,",0
2018-12-08T03:00:00Z,"33.2937279,",0
2018-12-08T03:30:00Z,"31.8407249,",0
2018-12-08T04:00:00Z,"33.3320427,",0
2018-12-08T04:30:00Z,"31.6554832,",0
2018-12-08T05:00:00Z,"30.69788,",0
2018-12-08T05:30:00Z,"36.674,",0
2018-12-08T06:00:00Z,"34.82884,",0
2018-12-08T06:30:00Z,"36.68866,",0
2018-12-08T07:00:00Z,"39.84271,",0
2018-12-08T07:30:00Z,"31.9524937,",0
2018-12-08T08:00:00Z,"38.7400055,",0
2018-12-08T08:30:00Z,"34.6431046,",0
2018-12-08T09:00:00Z,"35.6087036,",0
2018-12-08T09:30:00Z,"35.3249,",0
2018-12-08T10:00:00Z,"36.0333366,",0
2018-12-08T10:30:00Z,"36.6270828,",0
2018-12-08T11:00:00Z,"40.46674,",0
2018-12-08T11:30:00Z,"42.7902222,",0
2018-12-08T12:00:00Z,"42.293644,",0
2018-12-08T12:30:00Z,"35.82373,",0
2018-12-08T13:00:00Z,"36.3713951,",0
2018-12-08T13:30:00Z,"36.2769051,",0
2018-12-08T14:00:00Z,"36.29434,",0
2018-12-08T14:30:00Z,"38.1962471,",0
2018-12-08T15:00:00Z,"32.9912262,",0
2018-12-08T15:30:00Z,"34.8898659,",0
2018-12-08T16:00:00Z,"34.52705,",0
2018-12-08T16:30:00Z,"33.3562431,",0
2018-12-08T17:00:00Z,"30.8506432,",0
2018-12-08T17:30:00Z,"39.09241,",0
2018-12-08T18:00:00Z,"29.8989334,",0
2018-12-08T18:30:00Z,"37.7394,",0
2018-12-08T19:00:00Z,"33.9962654,",0
2018-12-08T19:30:00Z,"31.681284,",0
2018-12-08T20:00:00Z,"36.32899,",0
2018-12-08T20:30:00Z,"38.0785027,",0
2018-12-08T21:00:00Z,"33.0385742,",0
2018-12-08T21:30:00Z,"31.4174881,",0
2018-12-08T22:00:00Z,"36.23739,",0
2018-12-08T22:30:00Z,"36.9068642,",0
2018-12-08T23:00:00Z,"29.9032364,",0
2018-12-08T23:30:00Z,"37.25377,",0
2018-12-09T00:00:00Z,"29.8899117,",0
2018-12-09T00:30:00Z,"34.5219,",0
2018-12-09T01:00:00Z,"35.97275,",0
2018-12-09T01:30:00Z,"34.0933647,",0
2018-12-09T02:00:00Z,"37.783493,",0
2018-12-09T02:30:00Z,"33.4115372,",0
2018-12-09T03:00:00Z,"33.8135643,",0
2018-12-09T03:30:00Z,"30.6972713,",0
2018-12-09T04:00:00Z,"34.9200821,",0
2018-12-09T04:30:00Z,"41.37593,",0
2018-12-09T05:00:00Z,"39.3660164,",0
2018-12-09T05:30:00Z,"37.6406441,",0
2018-12-09T06:00:00Z,"34.6910133,",0
2018-12-09T06:30:00Z,"35.5799751,",0
2018-12-09T07:00:00Z,"39.87544,",0
2018-12-09T07:30:00Z,"37.8211632,",0
2018-12-09T08:00:00Z,"36.7395477,",0
2018-12-09T08:30:00Z,"35.02374,",0
2018-12-09T09:00:00Z,"35.0070457,",0
2018-12-09T09:30:00Z,"41.33597,",0
2018-12-09T10:00:00Z,"36.2217064,",0
2018-12-09T10:30:00Z,"35.85938,",0
2018-12-09T11:00:00Z,"32.5664253,",0
2018-12-09T11:30:00Z,"36.2227669,",0
2018-12-09T12:00:00Z,"39.397068,",0
2018-12-09T12:30:00Z,"36.1646042,",0
2018-12-09T13:00:00Z,"38.9857864,",0
2018-12-09T13:30:00Z,"34.55672,",0
2018-12-09T14:00:00Z,"43.05134,",0
2018-12-09T14:30:00Z,"43.0800171,",0
2018-12-09T15:00:00Z,"37.51358,",0
2018-12-09T15:30:00Z,"36.3354568,",0
2018-12-09T16:00:00Z,"39.0721779,",0
2018-12-09T16:30:00Z,"41.6918678,",0
2018-12-09T17:00:00Z,"34.6545,",0
2018-12-09T17:30:00Z,"34.2697334,",0
2018-12-09T18:00:00Z,"34.30518,",0
2018-12-09T18:30:00Z,"30.8861179,",0
2018-12-09T19:00:00Z,"36.3776436,",0
2018-12-09T19:30:00Z,"36.7017937,",0
2018-12-09T20:00:00Z,"29.7479515,",0
2018-12-09T20:30:00Z,"34.5337219,",0
2018-12-09T21:00:00Z,"33.2072754,",0
2018-12-09T21:30:00Z,"29.854002,",0
2018-12-09T22:00:00Z,"35.5304832,",0
2018-12-09T22:30:00Z,"36.84565,",0
2018-12-09T23:00:00Z,"30.4425373,",0
2018-12-09T23:30:00Z,"35.24627,",0
2018-12-10T00:00:00Z,"33.65032,",0
2018-12-10T00:30:00Z,"33.0405655,",0
2018-12-10T01:00:00Z,"37.31846,",0
2018-12-10T01:30:00Z,"33.91698,",0
2018-12-10T02:00:00Z,"34.50988,",0
2018-12-10T02:30:00Z,"30.9209518,",0
2018-12-10T03:00:00Z,"32.9097633,",0
2018-12-10T03:30:00Z,"39.5920753,",0
2018-12-10T04:00:00Z,"35.5019646,",0
2018-12-10T04:30:00Z,"36.1017647,",0
2018-12-10T05:00:00Z,"39.02725,",0
2018-12-10T05:30:00Z,"40.355854,",0
2018-12-10T06:00:00Z,"42.2570229,",0
2018-12-10T06:30:00Z,"37.05463,",0
2018-12-10T07:00:00Z,"36.0858231,",0
2018-12-10T07:30:00Z,"36.3243027,",0
2018-12-10T08:00:00Z,"38.40139,",0
2018-12-10T08:30:00Z,"38.267395,",0
2018-12-10T09:00:00Z,"35.400135,",0
2018-12-10T09:30:00Z,"33.75583,",0
2018-12-10T10:00:00Z,"36.41741,",0
2018-12-10T10:30:00Z,"42.3320351,",0
2018-12-10T11:00:00Z,"36.70623,",0
2018-12-10T11:30:00Z,"36.1842079,",0
2018-12-10T12:00:00Z,"35.249115,",0
2018-12-10T12:30:00Z,"36.686676,",0
2018-12-10T13:00:00Z,"33.44138,",0
2018-12-10T13:30:00Z,"33.8818474,",0
2018-12-10T14:00:00Z,"33.7187653,",0
2018-12-10T14:30:00Z,"34.7155075,",0
2018-12-10T15:00:00Z,"39.4011,",0
2018-12-10T15:30:00Z,"34.6103554,",0
2018-12-10T16:00:00Z,"34.64816,",0
2018-12-10T16:30:00Z,"33.13253,",0
2018-12-10T17:00:00Z,"36.1937027,",0
2018-12-10T17:30:00Z,"40.9783173,",0
2018-12-10T18:00:00Z,"33.30221,",0
2018-12-10T18:30:00Z,"33.9358978,",0
2018-12-10T19:00:00Z,"43.0414963,",0
2018-12-10T19:30:00Z,"35.25163,",0
2018-12-10T20:00:00Z,"28.6186218,",0
2018-12-10T20:30:00Z,"34.622818,",0
2018-12-10T21:00:00Z,"32.21229,",0
2018-12-10T21:30:00Z,"34.3064,",0
2018-12-10T22:00:00Z,"37.8144646,",0
2018-12-10T22:30:00Z,"31.1194439,",0
2018-12-10T23:00:00Z,"32.772934,",0
2018-12-10T23:30:00Z,"44.16056,",0
2018-12-11T00:00:00Z,"34.81186,",0
2018-12-11T00:30:00Z,"30.8265171,",0
2018-12-11T01:00:00Z,"33.0347977,",0
2018-12-11T01:30:00Z,"38.1214333,",0
2018-12-11T02:00:00Z,"40.9423065,",0
2018-12-11T02:30:00Z,"31.488884,",0
2018-12-11T03:00:00Z,"31.6916981,",0
2018-12-11T03:30:00Z,"32.29494,",0
2018-12-11T04:00:00Z,"33.361454,",0
2018-12-11T04:30:00Z,"33.18466,",0
2018-12-11T05:00:00Z,"33.2539825,",0
2018-12-11T05:30:00Z,"36.1393127,",0
2018-12-11T06:00:00Z,"41.9142456,",0
2018-12-11T06:30:00Z,"37.7888641,",0
2018-12-11T07:00:00Z,"40.12621,",0
2018-12-11T07:30:00Z,"39.7934875,",0
2018-12-11T08:00:00Z,"40.1781044,",0
2018-12-11T08:30:00Z,"39.765976,",0
2018-12-11T09:00:00Z,"33.12207,",0
2018-12-11T09:30:00Z,"33.3159142,",0
2018-12-11T10:00:00Z,"32.4723053,",0
2018-12-11T10:30:00Z,"34.402874,",0
2018-12-11T11:00:00Z,"33.773,",0
